761,5779,20551,36285,40421,26985,13383,5109,1467,413,87,27
3,3,11,11,11,43,43,41,47,635,477,791
36039,39381,49975,69165,56001,25583,8067,2137,731,235,53,7
3,3,13,67,807,6989,24451,30621,24439,10987,3943,1425
7,65,645,6195,60779,416083,356325,137637,53215,15619,4033,1001
13,85,657,5637,13415,18473,17443,10981,5733,2329,811,183
1023,13063,19625,9763,6723,1847,347,51,11,3,3,3
3399,20315,45247,81889,125601,90287,35641,9699,2129,471,149,73
2573,9219,51987,120065,108607,51201,13437,2813,463,61,11,3
