125073,141253,188754,239540,241761,171839,100153,53156,26975,13325,7004,3275
13583,13249,13472,13389,11848,15502,13499,14899,17447,47619,36612,51437
294108,294108,294108,294108,294108,179753,88939,45456,21805,9703,4937,960
107669,100652,93843,87108,83155,96526,128031,128031,128031,71722,36247,19345
1202487,1197531,1203133,1210864,1409159,1255071,1255071,1255071,667264,398618,230268,99302
44030,46433,47278,62512,86467,105916,97688,68094,41641,22178,12111,5476
105329,160569,186853,127998,104066,55266,24150,9685,2619,152,154,152
325827,362740,462244,349893,349893,349893,287474,140958,74714,37416,13589,5988
287358,279354,458643,324560,324560,364164,169952,88977,47326,19001,6517,218
