current pwr_bound is 5e-4
cfgFile=sz.config
[SZ] Reading SZ configuration file (sz.config) ...
point count: 200
pwrLength=7
pwrErrBoundBytes_size=14
pw_relBoundRatio=0.000500
hit: 139
miss: 59
length of statenum:65536
nodecount=125
treeByteSize=876
enCodeSize=89
-------insight of tdps
dataLength=200
exactDataNum=61
realPrecision=0.000065
medianValue=0.000000
reqLength=34
quantization_intervals=20000
pwrErrBoundBytes_size=14
radExpo=5
-----------------------
timecost, 0.004470, seconds
done
input file size: 1600
output file size: 843
sz compression ratio, 1.90 
timecost, 0.003782, second
done
Max absolute error = 0.00057736565777233295194
Max relative error = 9.215084834619383439E-06
Max pw_relative err = 0.00030398978905248167119
../model_comparison/inputdata/sample_1/dpot.dat, ../model_comparison/inputdata/sample_1/dpot.dat.sz.out, 200
size of double: 8
23.957938, 23.957932, -0.000006
19.005464, 19.005463, -0.000001
15.129578, 15.129578, -0.000000
13.942798, 13.942795, -0.000003
21.114800, 21.114799, -0.000000
26.844454, 26.844452, -0.000002
25.489711, 25.489708, -0.000003
15.975573, 15.975571, -0.000002
4.200978, 4.200977, -0.000001
-0.846317, -0.846317, 0.000000
0.056320, 0.056320, -0.000000
4.626726, 4.626726, -0.000000
8.275639, 8.275635, -0.000004
8.645885, 8.645882, -0.000003
17.827505, 17.827499, -0.000006
15.906043, 15.906040, -0.000002
11.986595, 11.986591, -0.000003
18.843442, 18.843437, -0.000004
23.427606, 23.427605, -0.000001
18.570897, 18.570892, -0.000005
7.696510, 7.696508, -0.000002
-3.649180, -3.649199, -0.000018
-9.470068, -9.470066, 0.000001
-3.931292, -3.931292, 0.000001
5.668281, 5.668280, -0.000001
10.279816, 10.279816, -0.000000
12.512501, 12.512501, -0.000001
11.411174, 11.411171, -0.000003
10.606985, 10.606983, -0.000002
3.910485, 3.910484, -0.000000
-1.658773, -1.658772, 0.000000
-4.915693, -4.915693, 0.000000
0.608344, 0.608341, -0.000002
10.036365, 10.036398, 0.000033
13.722022, 13.721779, -0.000243
12.802157, 12.802118, -0.000039
12.195212, 12.194988, -0.000224
10.089100, 10.088987, -0.000112
6.696036, 6.695755, -0.000281
8.734661, 8.734407, -0.000254
-35.049113, -35.049072, 0.000040
-26.807732, -26.807617, 0.000114
-17.350439, -17.350250, 0.000188
-15.225516, -15.225464, 0.000052
-16.349438, -16.349487, -0.000050
-15.288187, -15.288116, 0.000070
-9.246283, -9.246552, -0.000269
-2.015062, -2.015167, -0.000105
2.318994, 2.318787, -0.000207
8.305806, 8.305847, 0.000041
14.598953, 14.599060, 0.000107
17.819700, 17.819733, 0.000032
20.872868, 20.872833, -0.000034
23.709320, 23.709076, -0.000244
25.429809, 25.429718, -0.000091
25.652523, 25.652649, 0.000126
20.369930, 20.370056, 0.000127
10.064223, 10.064362, 0.000139
-2.963694, -2.963654, 0.000041
-11.706230, -11.706116, 0.000114
-8.815550, -8.815491, 0.000059
1.378874, 1.378868, -0.000006
9.093111, 9.093277, 0.000166
12.916797, 12.917000, 0.000203
13.786839, 13.787048, 0.000209
6.406220, 6.406059, -0.000161
-3.417610, -3.417191, 0.000419
-10.254709, -10.254295, 0.000414
-14.300468, -14.300079, 0.000389
-17.048917, -17.049355, -0.000437
-22.190442, -22.189865, 0.000577
-27.814338, -27.813957, 0.000381
-25.313574, -25.313416, 0.000159
-13.819012, -13.818489, 0.000523
-1.190860, -1.190567, 0.000293
9.100066, 9.100624, 0.000558
17.261425, 17.261505, 0.000080
23.933062, 23.933372, 0.000311
24.308705, 24.308243, -0.000462
17.528412, 17.527962, -0.000450
17.251817, 17.252258, 0.000441
12.122854, 12.123344, 0.000491
14.918037, 14.918442, 0.000405
15.813167, 15.812843, -0.000324
7.154867, 7.155060, 0.000193
-3.662633, -3.663185, -0.000552
-8.074283, -8.074265, 0.000019
-9.579892, -9.580376, -0.000484
-12.451606, -12.451416, 0.000190
-13.845287, -13.845039, 0.000248
-11.664481, -11.664566, -0.000085
-8.837279, -8.836998, 0.000281
-3.382438, -3.382782, -0.000344
-1.718998, -1.719521, -0.000523
-5.446100, -5.446396, -0.000296
-3.921386, -3.921135, 0.000251
-2.455360, -2.455359, 0.000002
-4.256649, -4.256648, 0.000001
-1.737894, -1.737894, 0.000000
3.898045, 3.898045, -0.000000
8.513165, 8.513165, -0.000001
6.953656, 6.953655, -0.000001
5.137418, 5.137418, -0.000000
7.449734, 7.449733, -0.000001
6.574352, 6.574351, -0.000000
6.574556, 6.574555, -0.000000
7.990852, 7.990851, -0.000000
8.387083, 8.387083, -0.000000
8.223053, 8.223051, -0.000002
5.185255, 5.185255, -0.000000
0.025702, 0.025702, -0.000000
-9.629237, -9.629236, 0.000001
-19.547851, -19.547848, 0.000003
-20.105893, -20.105892, 0.000001
-25.348393, -25.348392, 0.000001
-35.397658, -35.397652, 0.000006
-35.809951, -35.809944, 0.000007
-27.575132, -27.575130, 0.000002
-10.260149, -10.260149, 0.000000
8.855208, 8.855207, -0.000001
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.135879, 0.135879, -0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
23.957932, 0.000000, -23.957932
19.005463, 0.000000, -19.005463
15.129578, 0.000000, -15.129578
13.942795, 0.000000, -13.942795
21.114799, 0.000000, -21.114799
26.844452, 0.000000, -26.844452
25.489708, 0.000000, -25.489708
15.975571, 0.000000, -15.975571
4.200977, 0.000000, -4.200977
-0.846317, 0.000000, 0.846317
0.056320, 0.000000, -0.056320
4.626726, 0.000000, -4.626726
8.275635, 0.000000, -8.275635
8.645882, 0.000000, -8.645882
17.827499, 0.000000, -17.827499
15.906040, 0.000000, -15.906040
11.986591, 0.000000, -11.986591
18.843437, 0.000000, -18.843437
23.427605, 0.000000, -23.427605
18.570892, 0.000000, -18.570892
7.696508, 0.000000, -7.696508
-3.649199, 0.000000, 3.649199
-9.470066, 0.000000, 9.470066
-3.931292, 0.000000, 3.931292
5.668280, 0.000000, -5.668280
10.279816, 0.000000, -10.279816
12.512501, 0.000000, -12.512501
11.411171, 0.000000, -11.411171
10.606983, 0.000000, -10.606983
3.910484, 0.000000, -3.910484
-1.658772, 0.000000, 1.658772
-4.915693, 0.000000, 4.915693
0.608341, 0.000000, -0.608341
10.036398, 0.000000, -10.036398
13.721779, 0.000000, -13.721779
12.802118, 0.000000, -12.802118
12.194988, 0.000000, -12.194988
10.088987, 0.000000, -10.088987
6.695755, 0.000000, -6.695755
8.734407, 0.000000, -8.734407
-35.049072, 0.000000, 35.049072
-26.807617, 0.000000, 26.807617
-17.350250, 0.000000, 17.350250
-15.225464, 0.000000, 15.225464
-16.349487, 0.000000, 16.349487
-15.288116, 0.000000, 15.288116
-9.246552, 0.000000, 9.246552
-2.015167, 0.000000, 2.015167
2.318787, 0.000000, -2.318787
8.305847, 0.000000, -8.305847
14.599060, 0.000000, -14.599060
17.819733, 0.000000, -17.819733
20.872833, 0.000000, -20.872833
23.709076, 0.000000, -23.709076
25.429718, 0.000000, -25.429718
25.652649, 0.000000, -25.652649
20.370056, 0.000000, -20.370056
10.064362, 0.000000, -10.064362
-2.963654, 0.000000, 2.963654
-11.706116, 0.000000, 11.706116
-8.815491, 0.000000, 8.815491
1.378868, 0.000000, -1.378868
9.093277, 0.000000, -9.093277
12.917000, 0.000000, -12.917000
13.787048, 0.000000, -13.787048
6.406059, 0.000000, -6.406059
-3.417191, 0.000000, 3.417191
-10.254295, 0.000000, 10.254295
-14.300079, 0.000000, 14.300079
-17.049355, 0.000000, 17.049355
-22.189865, 0.000000, 22.189865
-27.813957, 0.000000, 27.813957
-25.313416, 0.000000, 25.313416
-13.818489, 0.000000, 13.818489
-1.190567, 0.000000, 1.190567
9.100624, 0.000000, -9.100624
17.261505, 0.000000, -17.261505
23.933372, 0.000000, -23.933372
24.308243, 0.000000, -24.308243
17.527962, 0.000000, -17.527962
17.252258, 0.000000, -17.252258
12.123344, 0.000000, -12.123344
14.918442, 0.000000, -14.918442
15.812843, 0.000000, -15.812843
7.155060, 0.000000, -7.155060
-3.663185, 0.000000, 3.663185
-8.074265, 0.000000, 8.074265
-9.580376, 0.000000, 9.580376
-12.451416, 0.000000, 12.451416
-13.845039, 0.000000, 13.845039
-11.664566, 0.000000, 11.664566
-8.836998, 0.000000, 8.836998
-3.382782, 0.000000, 3.382782
-1.719521, 0.000000, 1.719521
-5.446396, 0.000000, 5.446396
-3.921135, 0.000000, 3.921135
-2.455359, 0.000000, 2.455359
-4.256648, 0.000000, 4.256648
-1.737894, 0.000000, 1.737894
3.898045, 0.000000, -3.898045
8.513165, 0.000000, -8.513165
6.953655, 0.000000, -6.953655
5.137418, 0.000000, -5.137418
7.449733, 0.000000, -7.449733
6.574351, 0.000000, -6.574351
6.574555, 0.000000, -6.574555
7.990851, 0.000000, -7.990851
8.387083, 0.000000, -8.387083
8.223051, 0.000000, -8.223051
5.185255, 0.000000, -5.185255
0.025702, 0.000000, -0.025702
-9.629236, 0.000000, 9.629236
-19.547848, 0.000000, 19.547848
-20.105892, 0.000000, 20.105892
-25.348392, 0.000000, 25.348392
-35.397652, 0.000000, 35.397652
-35.809944, 0.000000, 35.809944
-27.575130, 0.000000, 27.575130
-10.260149, 0.000000, 10.260149
8.855207, 0.000000, -8.855207
0.135879, 0.000000, -0.135879
0.135879, 0.000000, -0.135879
