154703,182536,293980,417146,442319,307938,175110,88963,44717,27541,22398,13971
613754,586729,559983,573720,542131,524777,499462,457507,432449,332874,209948,218598
445544,445544,445544,445544,445544,306950,132923,63145,33885,23141,13622,17517
112119,105221,98982,92408,92591,132509,165560,165560,165560,126788,57489,27584
1993387,1938077,1914019,1878577,2147829,2260936,2260936,2260936,933802,484999,262118,133909
78689,74540,68835,109657,169259,210871,196826,135858,85324,49049,31179,21745
130421,230026,282931,180361,141446,69770,36086,27836,24567,14736,14736,14735
484523,568878,743174,776840,776840,776840,465741,198352,97344,51602,32848,31955
418015,412070,745601,776840,776840,618957,243979,114642,60885,35675,30512,18291
