26143,33908,49900,63864,70639,60683,50503,38822,27354,19665,17630,9624
72360,72360,116820,154574,154655,166559,164393,153318,154632,180099,169407,175232
43387,50784,73051,95077,88327,73140,56772,40365,23760,17951,9707,13923
2587,2587,3109,3131,5094,8742,24735,30771,30125,26513,20641,13399
35328,35348,70930,74592,122397,518879,600569,540244,437064,326688,208089,107169
14995,15026,9943,19578,26459,34180,34557,32870,29569,23931,19722,16307
67607,95461,101313,87542,75988,48197,28013,22530,19542,9768,9768,9768
34591,60364,84469,128228,180348,168538,138713,104901,72047,41228,25671,25311
42275,62152,103845,172335,177714,152011,116909,83189,50583,29114,24302,12138
