current pwr_bound is 5e-6
cfgFile=sz.config
[SZ] Reading SZ configuration file (sz.config) ...
point count: 9680
pwrLength=303
pwrErrBoundBytes_size=606
pw_relBoundRatio=0.000005
hit: 9599
miss: 79
length of statenum:65536
nodecount=6761
treeByteSize=60850
enCodeSize=11896
-------insight of tdps
dataLength=9680
exactDataNum=81
realPrecision=0.001465
medianValue=0.000000
reqLength=30
quantization_intervals=20000
pwrErrBoundBytes_size=606
radExpo=8
-----------------------
timecost, 0.006283, seconds
done
input file size: 77440
output file size: 40111
sz compression ratio, 1.93 
timecost, 0.005795, second
done
Max absolute error = 0.00146484375
Max relative error = 2.8795519417178686125E-05
Max pw_relative err = 4.9247255696676300396E-06
../model_comparison/inputdata/sample_10/yf17_t.dat, ../model_comparison/inputdata/sample_10/yf17_t.dat.sz.out, 9680
size of double: 8
314.142670, 314.142578, -0.000092
313.640564, 313.639648, -0.000916
312.940399, 312.940430, 0.000031
311.858429, 311.857422, -0.001007
310.752106, 310.750977, -0.001129
309.794952, 309.793945, -0.001007
308.816376, 308.816406, 0.000031
308.059998, 308.058594, -0.001404
307.451996, 307.453125, 0.001129
306.817444, 306.818359, 0.000916
306.446625, 306.447266, 0.000641
306.186249, 306.187500, 0.001251
305.605682, 305.605469, -0.000214
305.613434, 305.612305, -0.001129
305.733032, 305.733398, 0.000366
305.351471, 305.350586, -0.000885
304.902405, 304.903320, 0.000916
305.171234, 305.170898, -0.000336
305.920349, 305.918945, -0.001404
306.718445, 306.719727, 0.001282
311.976746, 311.976562, -0.000183
311.121521, 311.122070, 0.000549
310.190491, 310.191406, 0.000916
309.296143, 309.295898, -0.000244
308.489471, 308.488281, -0.001190
307.738953, 307.739258, 0.000305
307.055969, 307.054688, -0.001282
306.425262, 306.425781, 0.000519
305.838867, 305.837891, -0.000977
305.297791, 305.296875, -0.000916
304.818542, 304.817383, -0.001160
304.382568, 304.381836, -0.000732
303.989655, 303.990234, 0.000580
303.639282, 303.639648, 0.000366
303.328125, 303.327148, -0.000977
303.057251, 303.058594, 0.001343
302.815613, 302.816406, 0.000793
302.601471, 302.600586, -0.000885
302.418274, 302.416992, -0.001282
302.263580, 302.262695, -0.000885
303.658539, 303.658203, -0.000336
303.552856, 303.553711, 0.000854
303.531525, 303.531250, -0.000275
303.541077, 303.541016, -0.000061
303.422943, 303.421875, -0.001068
303.337402, 303.337891, 0.000488
303.291840, 303.291992, 0.000153
303.315491, 303.316406, 0.000916
303.315735, 303.314453, -0.001282
303.277527, 303.277344, -0.000183
303.249451, 303.249023, -0.000427
303.182800, 303.182617, -0.000183
303.213501, 303.212891, -0.000610
303.285583, 303.284180, -0.001404
303.332733, 303.332031, -0.000702
303.365723, 303.365234, -0.000488
303.440094, 303.439453, -0.000641
303.524353, 303.525391, 0.001038
303.656586, 303.655273, -0.001312
303.724396, 303.723633, -0.000763
303.825684, 303.827148, 0.001465
303.933136, 303.933594, 0.000458
304.125122, 304.125000, -0.000122
304.216278, 304.216797, 0.000519
304.381012, 304.381836, 0.000824
304.474670, 304.473633, -0.001038
304.654724, 304.653320, -0.001404
304.818268, 304.818359, 0.000092
305.028259, 305.027344, -0.000916
305.100647, 305.101562, 0.000916
305.198364, 305.199219, 0.000854
305.386383, 305.387695, 0.001312
305.638458, 305.637695, -0.000763
305.768005, 305.767578, -0.000427
305.846863, 305.847656, 0.000793
306.070831, 306.071289, 0.000458
306.253540, 306.253906, 0.000366
306.518494, 306.518555, 0.000061
306.735962, 306.736328, 0.000366
306.890656, 306.889648, -0.001007
299.681976, 299.680664, -0.001312
299.581268, 299.582031, 0.000763
299.498260, 299.498047, -0.000214
299.429047, 299.428711, -0.000336
299.364105, 299.365234, 0.001129
299.318481, 299.319336, 0.000854
299.277069, 299.276367, -0.000702
299.240051, 299.239258, -0.000793
299.211884, 299.210938, -0.000946
299.191772, 299.191406, -0.000366
299.176361, 299.177734, 0.001373
299.166626, 299.166992, 0.000366
299.163635, 299.165039, 0.001404
299.162933, 299.163086, 0.000153
299.173218, 299.172852, -0.000366
299.194366, 299.194336, -0.000031
299.210510, 299.209961, -0.000549
299.240845, 299.240234, -0.000610
299.276855, 299.276367, -0.000488
299.317780, 299.318359, 0.000580
299.361389, 299.360352, -0.001038
299.412811, 299.414062, 0.001251
299.454498, 299.453125, -0.001373
299.519043, 299.518555, -0.000488
299.581757, 299.581055, -0.000702
299.637085, 299.637695, 0.000610
299.705383, 299.706055, 0.000671
299.770630, 299.771484, 0.000854
299.856842, 299.857422, 0.000580
300.005798, 300.004883, -0.000916
307.782166, 307.781250, -0.000916
308.037811, 308.037109, -0.000702
308.060669, 308.061523, 0.000854
308.070007, 308.071289, 0.001282
308.042419, 308.042969, 0.000549
307.977539, 307.976562, -0.000977
307.914307, 307.913086, -0.001221
307.894836, 307.893555, -0.001282
307.782471, 307.783203, 0.000732
307.747498, 307.746094, -0.001404
300.002686, 300.003906, 0.001221
300.002533, 300.001953, -0.000580
300.002594, 300.002930, 0.000336
300.003571, 300.003906, 0.000336
300.002533, 300.001953, -0.000580
300.002258, 300.002930, 0.000671
300.004181, 300.003906, -0.000275
300.002167, 300.001953, -0.000214
300.002502, 300.002930, 0.000427
300.002625, 300.003906, 0.001282
300.002563, 300.001953, -0.000610
300.002899, 300.002930, 0.000031
300.001648, 300.000977, -0.000671
300.002930, 300.001953, -0.000977
300.002930, 300.002930, 0.000000
300.002686, 300.003906, 0.001221
300.002106, 300.001953, -0.000153
300.002655, 300.002930, 0.000275
300.002563, 300.003906, 0.001343
300.001495, 300.001953, 0.000458
300.002502, 300.002930, 0.000427
300.002594, 300.003906, 0.001312
300.001587, 300.001953, 0.000366
300.002625, 300.002930, 0.000305
300.001556, 300.000977, -0.000580
300.002625, 300.001953, -0.000671
300.002808, 300.002930, 0.000122
300.001556, 300.000977, -0.000580
300.002411, 300.001953, -0.000458
300.001709, 300.002930, 0.001221
300.003204, 300.003906, 0.000702
300.001495, 300.001953, 0.000458
300.003754, 300.002930, -0.000824
300.002899, 300.003906, 0.001007
300.001465, 300.001953, 0.000488
300.002777, 300.002930, 0.000153
300.001617, 300.000977, -0.000641
300.002777, 300.001953, -0.000824
300.002838, 300.002930, 0.000092
300.001770, 300.000977, -0.000793
326.208557, 326.208008, -0.000549
312.449310, 312.449219, -0.000092
311.965576, 311.964844, -0.000732
330.724548, 330.725586, 0.001038
309.406647, 309.406250, -0.000397
325.868958, 325.868164, -0.000793
312.830139, 312.830078, -0.000061
312.533875, 312.533203, -0.000671
329.701141, 329.700195, -0.000946
309.083160, 309.083008, -0.000153
325.305878, 325.305664, -0.000214
313.077637, 313.078125, 0.000488
313.523376, 313.524414, 0.001038
303.423737, 303.423828, 0.000092
329.376526, 329.375977, -0.000549
313.669189, 313.668945, -0.000244
308.614777, 308.614258, -0.000519
309.892151, 309.893555, 0.001404
308.388763, 308.389648, 0.000885
308.075073, 308.075195, 0.000122
309.470673, 309.471680, 0.001007
307.905975, 307.906250, 0.000275
309.289551, 309.291016, 0.001465
307.656769, 307.658203, 0.001434
308.704803, 308.706055, 0.001251
308.991516, 308.992188, 0.000671
310.134338, 310.133789, -0.000549
303.350983, 303.350586, -0.000397
324.529388, 324.528320, -0.001068
313.948395, 313.948242, -0.000153
303.248260, 303.248047, -0.000214
303.214905, 303.214844, -0.000061
314.315369, 314.314453, -0.000916
323.696991, 323.697266, 0.000275
327.975220, 327.976562, 0.001343
314.680420, 314.680664, 0.000244
314.993805, 314.993164, -0.000641
310.655914, 310.656250, 0.000336
303.347473, 303.348633, 0.001160
303.498322, 303.497070, -0.001251
304.487305, 304.486328, -0.000977
305.115845, 305.115234, -0.000610
310.771576, 310.771484, -0.000092
306.356049, 306.355469, -0.000580
303.891235, 303.890625, -0.000610
307.931641, 307.932617, 0.000977
304.857727, 304.858398, 0.000671
303.843811, 303.843750, -0.000061
305.349792, 305.348633, -0.001160
303.609009, 303.610352, 0.001343
303.498840, 303.498047, -0.000793
310.577209, 310.578125, 0.000916
308.437469, 308.438477, 0.001007
306.076996, 306.076172, -0.000824
304.159912, 304.159180, -0.000732
306.733795, 306.733398, -0.000397
