current pwr_bound is 5e-4
cfgFile=sz.config
[SZ] Reading SZ configuration file (sz.config) ...
point count: 97104
pwrLength=3035
pwrErrBoundBytes_size=6070
pw_relBoundRatio=0.000500
hit: 97102
miss: 0
length of statenum:65536
nodecount=831
treeByteSize=7480
enCodeSize=59489
-------insight of tdps
dataLength=97104
exactDataNum=2
realPrecision=0.148438
medianValue=0.000000
reqLength=23
quantization_intervals=20000
pwrErrBoundBytes_size=6070
radExpo=8
-----------------------
timecost, 0.008381, seconds
done
input file size: 776832
output file size: 56408
sz compression ratio, 13.77 
timecost, 0.006290, second
done
Max absolute error = 0.1484375
Max relative error = 0.0026386684272255898041
Max pw_relative err = 0.00049889091448931726855
../model_comparison/inputdata/original/yf17_t.dat, ../model_comparison/inputdata/original/yf17_t.dat.sz.out, 97104
size of double: 8
301.298004, 301.250000, -0.048004
306.568451, 306.500000, -0.068451
309.038055, 309.078125, 0.040070
312.648041, 312.546875, -0.101166
302.829193, 302.953125, 0.123932
303.789124, 303.750000, -0.039124
301.030945, 300.984375, -0.046570
303.574188, 303.562500, -0.011688
307.937744, 307.921875, -0.015869
337.658691, 337.515625, -0.143066
307.555298, 307.437500, -0.117798
307.511200, 307.640625, 0.129425
321.376312, 321.500000, 0.123688
316.638977, 316.656250, 0.017273
329.334839, 329.328125, -0.006714
351.395935, 351.500000, 0.104065
321.494049, 321.421875, -0.072174
304.805511, 304.703125, -0.102386
302.792633, 302.828125, 0.035492
303.236786, 303.328125, 0.091339
305.502106, 305.609375, 0.107269
305.263702, 305.218750, -0.044952
304.527710, 304.531250, 0.003540
304.968872, 305.031250, 0.062378
306.678131, 306.718750, 0.040619
305.432892, 305.437500, 0.004608
322.018494, 321.968750, -0.049744
302.618866, 302.578125, -0.040741
313.168488, 313.171875, 0.003387
313.534149, 313.671875, 0.137726
321.196777, 321.296875, 0.100098
319.570984, 319.718750, 0.147766
321.185944, 321.109375, -0.076569
302.128479, 302.015625, -0.112854
321.200165, 321.218750, 0.018585
298.558258, 298.562500, 0.004242
301.570282, 301.437500, -0.132782
300.179932, 300.156250, -0.023682
303.251801, 303.328125, 0.076324
307.438080, 307.390625, -0.047455
302.960083, 302.843750, -0.116333
302.105133, 302.156250, 0.051117
306.666931, 306.812500, 0.145569
302.570129, 302.562500, -0.007629
314.224670, 314.343750, 0.119080
308.211700, 308.312500, 0.100800
307.955170, 307.921875, -0.033295
300.001770, 300.109375, 0.107605
300.001556, 300.015625, 0.014069
299.997223, 299.921875, -0.075348
299.997589, 300.125000, 0.127411
300.001831, 300.031250, 0.029419
300.001678, 299.937500, -0.064178
299.997894, 300.140625, 0.142731
299.997375, 300.046875, 0.049500
301.132538, 301.140625, 0.008087
301.065186, 301.046875, -0.018311
301.044250, 300.953125, -0.091125
301.114258, 301.156250, 0.041992
301.162170, 301.062500, -0.099670
301.249451, 301.265625, 0.016174
301.363739, 301.468750, 0.105011
301.502869, 301.375000, -0.127869
301.647858, 301.578125, -0.069733
301.808502, 301.781250, -0.027252
302.103973, 301.984375, -0.119598
302.449432, 302.484375, 0.034943
302.789520, 302.687500, -0.102020
303.352631, 303.484375, 0.131744
304.020416, 303.984375, -0.036041
304.969513, 305.078125, 0.108612
306.182770, 306.171875, -0.010895
307.385406, 307.265625, -0.119781
308.575989, 308.656250, 0.080261
310.634918, 310.640625, 0.005707
311.537048, 311.437500, -0.099548
311.048157, 311.046875, -0.001282
309.059387, 309.171875, 0.112488
309.344513, 309.375000, 0.030487
313.130402, 313.140625, 0.010223
314.142670, 314.234375, 0.091705
313.640564, 313.546875, -0.093689
312.940399, 312.859375, -0.081024
311.858429, 311.875000, 0.016571
310.752106, 310.890625, 0.138519
309.794952, 309.906250, 0.111298
308.816376, 308.921875, 0.105499
308.059998, 307.937500, -0.122498
307.451996, 307.546875, 0.094879
306.817444, 306.859375, 0.041931
306.446625, 306.468750, 0.022125
306.186249, 306.078125, -0.108124
305.605682, 305.687500, 0.081818
305.613434, 305.593750, -0.019684
305.733032, 305.796875, 0.063843
305.351471, 305.406250, 0.054779
304.902405, 305.015625, 0.113220
305.171234, 305.218750, 0.047516
305.920349, 306.015625, 0.095276
306.718445, 306.812500, 0.094055
311.976746, 312.062500, 0.085754
311.121521, 311.078125, -0.043396
310.190491, 310.093750, -0.096741
309.296143, 309.406250, 0.110107
308.489471, 308.421875, -0.067596
307.738953, 307.734375, -0.004578
307.055969, 307.046875, -0.009094
306.425262, 306.359375, -0.065887
305.838867, 305.968750, 0.129883
305.297791, 305.281250, -0.016541
304.818542, 304.890625, 0.072083
304.382568, 304.500000, 0.117432
303.989655, 304.109375, 0.119720
303.639282, 303.718750, 0.079468
303.328125, 303.328125, 0.000000
303.057251, 302.937500, -0.119751
302.815613, 302.843750, 0.028137
302.601471, 302.453125, -0.148346
302.418274, 302.359375, -0.058899
302.263580, 302.265625, 0.002045
302.132111, 302.171875, 0.039764
302.020325, 302.078125, 0.057800
301.913788, 301.984375, 0.070587
301.820404, 301.890625, 0.070221
301.710175, 301.796875, 0.086700
301.554443, 301.406250, -0.148193
301.404388, 301.312500, -0.091888
301.402252, 301.515625, 0.113373
301.517883, 301.437500, -0.080383
301.642548, 301.640625, -0.001923
301.863373, 301.843750, -0.019623
302.140350, 302.046875, -0.093475
302.415833, 302.531250, 0.115417
302.826111, 302.734375, -0.091736
301.461121, 301.531250, 0.070129
300.888641, 300.890625, 0.001984
300.936371, 300.812500, -0.123871
310.954895, 310.859375, -0.095520
311.510468, 311.625000, 0.114532
311.056732, 310.984375, -0.072357
309.443939, 309.500000, 0.056061
307.297241, 307.171875, -0.125366
304.583801, 304.562500, -0.021301
301.297791, 301.390625, 0.092834
298.439117, 298.500000, 0.060883
296.532867, 296.453125, -0.079742
295.388885, 295.250000, -0.138885
295.626129, 295.734375, 0.108246
296.324524, 296.218750, -0.105774
298.241211, 298.109375, -0.131836
299.784668, 299.718750, -0.065918
300.694763, 300.765625, 0.070862
301.065887, 300.968750, -0.097137
301.662262, 301.734375, 0.072113
303.710602, 303.625000, -0.085602
305.455994, 305.515625, 0.059631
307.924805, 307.968750, 0.043945
303.644684, 303.671875, 0.027191
303.687256, 303.593750, -0.093506
303.725555, 303.796875, 0.071320
303.658539, 303.703125, 0.044586
303.552856, 303.609375, 0.056519
303.531525, 303.515625, -0.015900
303.541077, 303.421875, -0.119202
303.422943, 303.328125, -0.094818
303.337402, 303.234375, -0.103027
303.291840, 303.437500, 0.145660
303.315491, 303.343750, 0.028259
303.315735, 303.250000, -0.065735
303.277527, 303.156250, -0.121277
303.249451, 303.359375, 0.109924
303.182800, 303.265625, 0.082825
303.213501, 303.171875, -0.041626
303.285583, 303.375000, 0.089417
303.332733, 303.281250, -0.051483
303.365723, 303.484375, 0.118652
303.440094, 303.390625, -0.049469
303.524353, 303.593750, 0.069397
303.656586, 303.796875, 0.140289
303.724396, 303.703125, -0.021271
303.825684, 303.906250, 0.080566
303.933136, 303.812500, -0.120636
304.125122, 304.015625, -0.109497
304.216278, 304.218750, 0.002472
304.381012, 304.421875, 0.040863
304.474670, 304.328125, -0.146545
304.654724, 304.531250, -0.123474
304.818268, 304.734375, -0.083893
305.028259, 304.937500, -0.090759
305.100647, 305.140625, 0.039978
305.198364, 305.343750, 0.145386
305.386383, 305.250000, -0.136383
305.638458, 305.750000, 0.111542
305.768005, 305.656250, -0.111755
305.846863, 305.859375, 0.012512
306.070831, 306.062500, -0.008331
306.253540, 306.265625, 0.012085
306.518494, 306.468750, -0.049744
306.735962, 306.671875, -0.064087
306.890656, 306.875000, -0.015656
307.257385, 307.375000, 0.117615
307.313995, 307.281250, -0.032745
307.822235, 307.781250, -0.040985
305.137329, 305.015625, -0.121704
303.671478, 303.734375, 0.062897
302.652588, 302.750000, 0.097412
301.787872, 301.765625, -0.022247
301.266754, 301.375000, 0.108246
303.930603, 303.953125, 0.022522
304.118073, 304.156250, 0.038177
304.110199, 304.062500, -0.047699
304.013000, 303.968750, -0.044250
303.871918, 303.875000, 0.003082
303.752625, 303.781250, 0.028625
303.298615, 303.390625, 0.092010
302.996185, 303.000000, 0.003815
302.642853, 302.609375, -0.033478
301.964691, 301.921875, -0.042816
301.668182, 301.531250, -0.136932
301.457794, 301.437500, -0.020294
301.071930, 301.046875, -0.025055
300.794830, 300.656250, -0.138580
300.688965, 300.562500, -0.126465
300.671570, 300.765625, 0.094055
300.690308, 300.671875, -0.018433
300.668610, 300.578125, -0.090485
300.981354, 301.078125, 0.096771
301.153442, 301.281250, 0.127808
301.177551, 301.187500, 0.009949
301.266571, 301.390625, 0.124054
301.270142, 301.296875, 0.026733
318.841248, 318.718750, -0.122498
306.971375, 307.046875, 0.075500
302.678345, 302.796875, 0.118530
302.190521, 302.109375, -0.081146
303.139954, 303.203125, 0.063171
304.174530, 304.296875, 0.122345
305.198364, 305.093750, -0.104614
305.958649, 305.890625, -0.068024
306.701935, 306.687500, -0.014435
307.440186, 307.484375, 0.044189
308.099731, 307.984375, -0.115356
308.532867, 308.484375, -0.048492
308.640900, 308.687500, 0.046600
308.520538, 308.593750, 0.073212
308.298248, 308.203125, -0.095123
308.108063, 308.109375, 0.001312
307.939880, 308.015625, 0.075745
307.784637, 307.921875, 0.137238
307.646973, 307.531250, -0.115723
307.517456, 307.437500, -0.079956
307.435944, 307.343750, -0.092194
307.679962, 307.546875, -0.133087
307.621552, 307.750000, 0.128448
307.644440, 307.656250, 0.011810
307.652191, 307.562500, -0.089691
307.581207, 307.468750, -0.112457
307.508179, 307.375000, -0.133179
316.670135, 316.781250, 0.111115
310.108887, 310.156250, 0.047363
303.488953, 303.531250, 0.042297
300.465454, 300.468750, 0.003296
300.396545, 300.375000, -0.021545
301.527985, 301.468750, -0.059235
302.551178, 302.562500, 0.011322
303.669434, 303.656250, -0.013184
304.703369, 304.750000, 0.046631
305.672394, 305.546875, -0.125519
306.594727, 306.640625, 0.045898
307.152405, 307.140625, -0.011780
307.465088, 307.343750, -0.121338
307.433807, 307.546875, 0.113068
307.352875, 307.453125, 0.100250
307.287628, 307.359375, 0.071747
307.254913, 307.265625, 0.010712
307.212555, 307.171875, -0.040680
307.426361, 307.375000, -0.051361
327.115173, 327.171875, 0.056702
317.969055, 317.875000, -0.094055
318.655579, 318.671875, 0.016296
319.796478, 319.765625, -0.030853
321.719177, 321.750000, 0.030823
324.031006, 324.031250, 0.000244
327.345428, 327.203125, -0.142303
331.101166, 330.968750, -0.132416
344.426025, 344.531250, 0.105225
349.353577, 349.484375, 0.130798
350.777557, 350.875000, 0.097443
351.382935, 351.375000, -0.007935
323.888214, 323.968750, 0.080536
325.950348, 325.953125, 0.002777
329.335724, 329.421875, 0.086151
334.966003, 334.968750, 0.002747
342.074280, 342.000000, -0.074280
349.430603, 349.328125, -0.102478
319.320709, 319.250000, -0.070709
320.986267, 320.937500, -0.048767
321.840302, 321.734375, -0.105927
322.028778, 321.937500, -0.091278
301.045410, 301.062500, 0.017090
301.237366, 301.265625, 0.028259
301.361938, 301.468750, 0.106812
301.343872, 301.375000, 0.031128
301.419983, 301.281250, -0.138733
301.593475, 301.484375, -0.109100
301.797882, 301.687500, -0.110382
302.378723, 302.484375, 0.105652
303.027435, 302.984375, -0.043060
303.641724, 303.781250, 0.139526
304.267059, 304.281250, 0.014191
304.198303, 304.187500, -0.010803
303.808258, 303.796875, -0.011383
303.091705, 303.109375, 0.017670
302.632843, 302.718750, 0.085907
302.252228, 302.328125, 0.075897
301.593719, 301.640625, 0.046906
302.079773, 302.140625, 0.060852
302.660797, 302.640625, -0.020172
303.190796, 303.140625, -0.050171
303.475159, 303.343750, -0.131409
303.530426, 303.546875, 0.016449
303.449585, 303.453125, 0.003540
303.493530, 303.359375, -0.134155
303.578186, 303.562500, -0.015686
303.804382, 303.765625, -0.038757
304.091614, 303.968750, -0.122864
304.257080, 304.171875, -0.085205
304.587128, 304.671875, 0.084747
304.978851, 304.875000, -0.103851
305.215942, 305.078125, -0.137817
305.364319, 305.281250, -0.083069
305.692413, 305.781250, 0.088837
305.960114, 305.984375, 0.024261
306.320221, 306.187500, -0.132721
306.957672, 306.984375, 0.026703
307.829376, 307.781250, -0.048126
308.855560, 308.875000, 0.019440
310.154419, 310.265625, 0.111206
312.133728, 312.250000, 0.116272
317.003876, 316.906250, -0.097626
330.799530, 330.765625, -0.033905
330.645050, 330.671875, 0.026825
327.123352, 327.015625, -0.107727
330.231232, 330.187500, -0.043732
330.211151, 330.093750, -0.117401
333.168274, 333.265625, 0.097351
337.605743, 337.625000, 0.019257
305.410736, 305.468750, 0.058014
305.877533, 305.968750, 0.091217
306.121246, 306.171875, 0.050629
306.338867, 306.375000, 0.036133
306.386963, 306.281250, -0.105713
306.349030, 306.484375, 0.135345
307.249023, 307.281250, 0.032227
307.441559, 307.484375, 0.042816
307.114014, 307.093750, -0.020264
306.587799, 306.703125, 0.115326
305.870941, 306.015625, 0.144684
305.079956, 305.031250, -0.048706
304.592712, 304.640625, 0.047913
304.563965, 304.546875, -0.017090
304.759491, 304.750000, -0.009491
305.450897, 305.546875, 0.095978
303.069733, 303.078125, 0.008392
304.393188, 304.468750, 0.075562
304.800110, 304.671875, -0.128235
304.783936, 304.875000, 0.091064
304.633392, 304.781250, 0.147858
305.654266, 305.578125, -0.076141
306.331543, 306.375000, 0.043457
306.185394, 306.281250, 0.095856
305.830078, 305.890625, 0.060547
305.193573, 305.203125, 0.009552
304.706940, 304.812500, 0.105560
304.671326, 304.718750, 0.047424
304.795959, 304.921875, 0.125916
304.331757, 304.234375, -0.097382
304.185455, 304.140625, -0.044830
303.778137, 303.750000, -0.028137
303.527832, 303.656250, 0.128418
303.357239, 303.265625, -0.091614
303.653198, 303.765625, 0.112427
303.858307, 303.968750, 0.110443
304.033356, 304.171875, 0.138519
304.321289, 304.375000, 0.053711
304.659546, 304.578125, -0.081421
305.030884, 305.078125, 0.047241
305.545013, 305.578125, 0.033112
305.427185, 305.484375, 0.057190
305.308197, 305.390625, 0.082428
304.605713, 304.703125, 0.097412
304.613892, 304.609375, -0.004517
304.730377, 304.812500, 0.082123
305.256256, 305.312500, 0.056244
305.588440, 305.515625, -0.072815
305.881348, 306.015625, 0.134277
306.193695, 306.218750, 0.025055
306.408539, 306.421875, 0.013336
306.660248, 306.625000, -0.035248
307.041016, 307.125000, 0.083984
305.679047, 305.546875, -0.132172
305.546112, 305.453125, -0.092987
305.685181, 305.656250, -0.028931
305.788605, 305.859375, 0.070770
306.091492, 306.062500, -0.028992
306.375122, 306.265625, -0.109497
306.605133, 306.468750, -0.136383
304.741486, 304.593750, -0.147736
315.373932, 315.484375, 0.110443
314.498871, 314.500000, 0.001129
312.658020, 312.625000, -0.033020
311.184540, 311.046875, -0.137665
309.992706, 310.062500, 0.069794
309.008270, 309.078125, 0.069855
308.168549, 308.093750, -0.074799
307.450012, 307.406250, -0.043762
306.848267, 306.718750, -0.129517
306.332367, 306.328125, -0.004242
305.934296, 305.937500, 0.003204
305.678833, 305.546875, -0.131958
305.516327, 305.453125, -0.063202
305.380859, 305.359375, -0.021484
305.326294, 305.265625, -0.060669
305.303833, 305.171875, -0.131958
305.217407, 305.078125, -0.139282
305.142700, 305.281250, 0.138550
305.049316, 305.187500, 0.138184
304.929901, 304.796875, -0.133026
304.779541, 304.703125, -0.076416
304.591675, 304.609375, 0.017700
304.351837, 304.218750, -0.133087
304.050079, 304.125000, 0.074921
303.693665, 303.734375, 0.040710
303.294922, 303.343750, 0.048828
302.759430, 302.656250, -0.103180
314.070007, 314.140625, 0.070618
313.219360, 313.156250, -0.063110
314.513245, 314.546875, 0.033630
315.250977, 315.343750, 0.092773
316.978577, 317.031250, 0.052673
313.306702, 313.375000, 0.068298
305.961090, 305.859375, -0.101715
306.118866, 306.062500, -0.056366
306.145630, 306.265625, 0.119995
305.994202, 305.875000, -0.119202
305.698700, 305.781250, 0.082550
305.153229, 305.093750, -0.059479
304.395050, 304.406250, 0.011200
303.494354, 303.421875, -0.072479
302.499115, 302.437500, -0.061615
301.597107, 301.453125, -0.143982
300.764648, 300.765625, 0.000977
300.061401, 300.078125, 0.016724
299.622192, 299.687500, 0.065308
299.532501, 299.593750, 0.061249
299.826843, 299.796875, -0.029968
300.851349, 300.890625, 0.039276
301.887909, 301.984375, 0.096466
302.555023, 302.484375, -0.070648
303.370453, 303.281250, -0.089203
303.591644, 303.484375, -0.107269
303.509338, 303.390625, -0.118713
